title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Sách - Combo 2 Cuốn Gã Hề Ma Quái (Bản Thường),209.300 ₫,https://www.lazada.vn/products/sach-combo-2-cuon-ga-he-ma-quai-ban-thuong-i2422332607.html,30,30,30% Off,"11 Đã bán
(3)
Hồ Chí Minh",lazada,book,30,Official
Sách - Bà Nội Găngxtơ (Nhã Nam HCM),61.500 ₫,https://www.lazada.vn/products/sach-ba-noi-gangxto-nha-nam-hcm-i640786904.html,31,31,18% Off,"114 Đã bán
(18)
Hồ Chí Minh",lazada,book,31,Official
"Ung Thư Không Phải Là Bệnh, Mà Là Cơ Chế Chữaa Lành",143.640 ₫,https://www.lazada.vn/products/ung-thu-khong-phai-la-benh-ma-la-co-che-chuaa-lanh-i622410513.html,32,32,24% Off,"241 Đã bán
(44)
Hồ Chí Minh",lazada,book,32,Official
Sách - Lịch vạn sự năm 2024,28.000 ₫,https://www.lazada.vn/products/sach-lich-van-su-nam-2024-i2493887037.html,33,33,7% Off,"44 Đã bán
(6)
Hà Nội",lazada,book,33,Official
"PHƯƠNG PHÁP HỌC TẬP FEYNMAN: 5 BƯỚC GIÚP BẠN HỌC NHANH, NHỚ LÂU, TIẾN BỘ VƯỢT BẬC - Âm Hồng Tín, Lý Vĩ - Ymate dịch - Ymate Books - Nhà xuất bản Dân Trí.",122.000 ₫,https://www.lazada.vn/products/phuong-phap-hoc-tap-feynman-5-buoc-giup-ban-hoc-nhanh-nho-lau-tien-bo-vuot-bac-am-hong-tin-ly-vi-ymate-dich-ymate-books-nha-xuat-ban-dan-tri-i2627028365.html,34,34,,Hà Nội,lazada,book,34,Official
Cuốn sách Tự Học Tiếng Hàn Dành Cho Người Mới Bắt Đầu (Kèm Tải App) (Tái Bản) - Tác giả The Changmi,69.000 ₫,https://www.lazada.vn/products/cuon-sach-tu-hoc-tieng-han-danh-cho-nguoi-moi-bat-dau-kem-tai-app-tai-ban-tac-gia-the-changmi-i1236473756.html,35,35,30% Off,"21 Đã bán
(7)
Hà Nội",lazada,book,35,
"Sách: Nhật Ký Trong Tù, Hồ Chí Minh (TB)",64.000 ₫,https://www.lazada.vn/products/sach-nhat-ky-trong-tu-ho-chi-minh-tb-i105864972.html,36,36,20% Off,"68 Đã bán
(12)
Hà Nội",lazada,book,36,Official
Cơ Sở Văn Hoá Việt Nam - Bản Mới,120.000 ₫,https://www.lazada.vn/products/co-so-van-hoa-viet-nam-ban-moi-i2497170173.html,37,37,14% Off,"11 Đã bán
(8)
Hồ Chí Minh",lazada,book,37,Official
NXBHCM - Sách Khóc Thầm - Cha Con Nghĩa Nặng - Hồ Biểu Chánh,88.000 ₫,https://www.lazada.vn/products/nxbhcm-sach-khoc-tham-cha-con-nghia-nang-ho-bieu-chanh-i1845015912.html,38,38,20% Off,"13 Đã bán
(3)
Hồ Chí Minh",lazada,book,38,Official
Sách - Trưởng Thành Sau Ngàn Lần Tranh Đấu,77.900 ₫,https://www.lazada.vn/products/sach-truong-thanh-sau-ngan-lan-tranh-dau-i640784899.html,39,39,18% Off,"64 Đã bán
(16)
Hồ Chí Minh",lazada,book,39,Official
Nghệ Thuật Nói Trước Công Chúng,128.000 ₫,https://www.lazada.vn/products/nghe-thuat-noi-truoc-cong-chung-i2624000881.html,40,40,,"(1)
Hà Nội",lazada,book,40,Official
Sách - Plato Và Con Thú Mỏ Vịt Bước Vào Quán Bar (Nhã Nam),82.000 ₫,https://www.lazada.vn/products/sach-plato-va-con-thu-mo-vit-buoc-vao-quan-bar-nha-nam-i640808493.html,1,1,18% Off,"89 Đã bán
(16)
Hồ Chí Minh",lazada,book,1,Official
Sách - Thương ai đừng đợi đến ngày mai,64.970 ₫,https://www.lazada.vn/products/sach-thuong-ai-dung-doi-den-ngay-mai-i1244778388.html,2,2,27% Off,"12 Đã bán
(4)
Hà Nội",lazada,book,2,Official
Mãi Mãi Là Bao Xa - On,67.500 ₫,https://www.lazada.vn/products/mai-mai-la-bao-xa-on-i2541688591.html,3,3,50% Off,Hà Nội,lazada,book,3,
Sách - Kỹ Thuật Móc Len Sợi Căn Bản - VT - Newshop,51.620 ₫,https://www.lazada.vn/products/sach-ky-thuat-moc-len-soi-can-ban-vt-newshop-i1467767039.html,4,4,11% Off,"(0)
Hồ Chí Minh",lazada,book,4,Official
Sách Tên Gọi Khác Của Tình Yêu - Vanlangbooks,71.250 ₫,https://www.lazada.vn/products/sach-ten-goi-khac-cua-tinh-yeu-vanlangbooks-i2458149453.html,5,5,25% Off,Hồ Chí Minh,lazada,book,5,Official
Sách - Nguyễn Du - Truyện Thúy Kiều (bản đặc biệt) (bìa mềm),60.000 ₫,https://www.lazada.vn/products/sach-nguyen-du-truyen-thuy-kieu-ban-dac-biet-bia-mem-i1424964858.html,6,6,25% Off,"28 Đã bán
(4)
Hà Nội",lazada,book,6,
Sách - Combo 3 cuốn Truth vs Falsehood + Healing and Recovery + Power vs Force - Thaihabooks,529.720 ₫,https://www.lazada.vn/products/sach-combo-3-cuon-truth-vs-falsehood-healing-and-recovery-power-vs-force-thaihabooks-i2381608838.html,7,7,24% Off,"(1)
Hồ Chí Minh",lazada,book,7,Official
Sách - Combo Tạm Biệt Tôi Của Nhiều Năm Về Trước + Hẹn Nhau Phía Sau Tan Vỡ + Gửi Ngày Mai Một Lời Chào (Bộ 3 Cuốn) - AZ - Newshop,227.140 ₫,https://www.lazada.vn/products/sach-combo-tam-biet-toi-cua-nhieu-nam-ve-truoc-hen-nhau-phia-sau-tan-vo-gui-ngay-mai-mot-loi-chao-bo-3-cuon-az-newshop-i2500103528.html,8,8,18% Off,Hồ Chí Minh,lazada,book,8,Official
Rất nhớ rất nhớ anh - Mặc Bảo Phi Bảo,65.000 ₫,https://www.lazada.vn/products/rat-nho-rat-nho-anh-mac-bao-phi-bao-i2522452749.html,9,9,50% Off,"15 Đã bán
(3)
Hà Nội",lazada,book,9,
Sách - Ai dám bảo rom-com không có ngoài đời thực? Tập 4,103.000 ₫,https://www.lazada.vn/products/sach-ai-dam-bao-rom-com-khong-co-ngoai-doi-thuc-tap-4-i2623136316.html,10,10,20% Off,"10 Đã bán
(4)
Hà Nội",lazada,book,10,
OSHO - Cuộc hành hương nội tại (1980BOOKS HCM),118.300 ₫,https://www.lazada.vn/products/osho-cuoc-hanh-huong-noi-tai-1980books-hcm-i2098539388.html,11,11,30% Off,"12 Đã bán
(3)
Hồ Chí Minh",lazada,book,11,Official
Sách Tôi là nhện đấy có sao không tập 6,139.000 ₫,https://www.lazada.vn/products/sach-toi-la-nhen-day-co-sao-khong-tap-6-i2224454333.html,12,12,,"15 Đã bán
(5)
Hồ Chí Minh",lazada,book,12,Official
Sách – Tiếng Trung Dành Cho Người Đi Du Lịch (MT) – Newshop,52.920 ₫,https://www.lazada.vn/products/sach-tieng-trung-danh-cho-nguoi-di-du-lich-mt-newshop-i2089499931.html,13,13,16% Off,Hồ Chí Minh,lazada,book,13,Official
"Quán Gió - Hai Jim,Hai Jim,Ngọc Giao",66.000 ₫,https://www.lazada.vn/products/quan-gio-hai-jimhai-jimngoc-giao-i232054911.html,14,14,,Hồ Chí Minh,lazada,book,14,Official
Tấn bi kịch Y,81.600 ₫,https://www.lazada.vn/products/tan-bi-kich-y-i640958837.html,15,15,15% Off,Hồ Chí Minh,lazada,book,15,Official
Sách - Search Inside Yourself - Tạo Ra Lợi Nhuận Vượt Qua Đại Dương Và Thay Đổi Thế Giới - Thaihabooks,113.240 ₫,https://www.lazada.vn/products/sach-search-inside-yourself-tao-ra-loi-nhuan-vuot-qua-dai-duong-va-thay-doi-the-gioi-thaihabooks-i624528899.html,16,16,24% Off,"349 Đã bán
(60)
Hồ Chí Minh",lazada,book,16,Official
Sách - Giết con chim nhại,60.000 ₫,https://www.lazada.vn/products/sach-giet-con-chim-nhai-i2587761561.html,17,17,44% Off,Hà Nội,lazada,book,17,
Thích Nhất Hạnh- Từng Bước Nở Hoa Sen,50.000 ₫,https://www.lazada.vn/products/thich-nhat-hanh-tung-buoc-no-hoa-sen-i2214645407.html,18,18,33% Off,"117 Đã bán
(23)
Hà Nội",lazada,book,18,
NXB Trẻ - THẰNG QUỶ NHỎ: truyện dài (Nguyễn Nhật Ánh),59.500 ₫,https://www.lazada.vn/products/nxb-tre-thang-qu-nho-truyen-dai-nguyen-nhat-anh-i1683135695.html,19,19,46% Off,"(1)
Hà Nội",lazada,book,19,Official
Sách - Bước Chậm Lại Giữa Thế Gian Vội Vã,69.700 ₫,https://www.lazada.vn/products/sach-buoc-cham-lai-giua-the-gian-voi-va-i640830293.html,20,20,18% Off,"954 Đã bán
(225)
Hồ Chí Minh",lazada,book,20,Official
Sách - Đối thoại với Mahavatar Babaji,55.300 ₫,https://www.lazada.vn/products/sach-doi-thoai-voi-mahavatar-babaji-i1489725719.html,21,21,30% Off,"54 Đã bán
(6)
Hà Nội",lazada,book,21,
Sách - Đắc Nhân Tâm (Dale Carnegie) - Tái Bản Mới Nhất 2023 - Sbooks,59.000 ₫,https://www.lazada.vn/products/sach-dac-nhan-tam-dale-carnegie-tai-ban-moi-nhat-2023-sbooks-i2198557074.html,22,22,31% Off,"1.6K Đã bán
(507)
Hồ Chí Minh",lazada,book,22,Official
Sách - Và Sao Không Thể Hết Yêu Em? - Thương 2 - Thìa Đầy Thơ (AZ) - Newshop,73.920 ₫,https://www.lazada.vn/products/sach-va-sao-khong-the-het-yeu-em-thuong-2-thia-day-tho-az-newshop-i2116894628.html,23,23,16% Off,"(2)
Hồ Chí Minh",lazada,book,23,Official
[XẢ KHO - Ố NGOẠI QUAN] Sách - Trời Đêm Những Vết Thương Xuyên Thấu,77.500 ₫,https://www.lazada.vn/products/xa-kho-o-ngoai-quan-sach-troi-dem-nhung-vet-thuong-xuyen-thau-i1562219610.html,24,24,40% Off,"37 Đã bán
(4)
Hồ Chí Minh",lazada,book,24,
Cuốn sách 3000 Từ Vựng Tiếng Hàn Theo Chủ Đề - Tác giả The Changmi,60.000 ₫,https://www.lazada.vn/products/cuon-sach-3000-tu-vung-tieng-han-theo-chu-de-tac-gia-the-changmi-i1236509715.html,25,25,29% Off,"18 Đã bán
(3)
Hà Nội",lazada,book,25,
Sách NXB Trẻ - Nguyễn Ngọc Tư. Cánh đồng bất tận,68.000 ₫,https://www.lazada.vn/products/sach-nxb-tre-nguyen-ngoc-tu-canh-dong-bat-tan-i1423036655.html,26,26,20% Off,"36 Đã bán
(11)
Đà Nẵng",lazada,book,26,
Sách - Bạch Dạ Hành (Nhã Nam HCM),171.380 ₫,https://www.lazada.vn/products/sach-bach-da-hanh-nha-nam-hcm-i1372467954.html,27,27,18% Off,"289 Đã bán
(76)
Hồ Chí Minh",lazada,book,27,Official
Sách NXB Trẻ - GỌI EM BẰNG TÊN ANH (Call Me By Your Name..),92.000 ₫,https://www.lazada.vn/products/sach-nxb-tre-goi-em-bang-ten-anh-call-me-by-your-name-i738454675.html,28,28,20% Off,"122 Đã bán
(37)
Hồ Chí Minh",lazada,book,28,Official
Sách - Chữ Yêu Là Trữ Tình,70.000 ₫,https://www.lazada.vn/products/sach-chu-yeu-la-tru-tinh-i2275737132.html,29,29,20% Off,"16 Đã bán
(4)
Hà Nội",lazada,book,29,Official
Sách - Hồng Danh Sám Hối - HT. Thích Trí Quảng,25.000 ₫,https://www.lazada.vn/products/sach-hong-danh-sam-hoi-ht-thich-tri-quang-i2493686808.html,30,30,,"15 Đã bán
(6)
Hồ Chí Minh",lazada,book,30,
Cuốn sách Giáo Trình Hán Ngữ Tập 1 - Quyển Thượng (Phiên Bản Mới - App) (Tái bản),82.000 ₫,https://www.lazada.vn/products/cuon-sach-giao-trinh-han-ngu-tap-1-quyen-thuong-phien-ban-moi-app-tai-ban-i1236640044.html,31,31,29% Off,"87 Đã bán
(23)
Hà Nội",lazada,book,31,
Sách - Hiệu Sách Nhỏ Ở Paris (Nhã Nam HCM),122.180 ₫,https://www.lazada.vn/products/sach-hieu-sach-nho-o-paris-nha-nam-hcm-i1585344307.html,32,32,18% Off,"60 Đã bán
(12)
Hồ Chí Minh",lazada,book,32,Official
Sách - Ma Đạo Tổ Sư (Tập 5) - AZVietNam,127.200 ₫,https://www.lazada.vn/products/sach-ma-dao-to-su-tap-5-azvietnam-i2640634632.html,33,33,20% Off,Hà Nội,lazada,book,33,Official
Sách - Giận ( bìa in nổi-Thích Nhất Hạnh ),55.000 ₫,https://www.lazada.vn/products/sach-gian-bia-in-noi-thich-nhat-hanh-i2162124814.html,34,34,50% Off,"282 Đã bán
(69)
Hà Nội",lazada,book,34,
Sách - Lạc Giữa Tần Số Không Người Nghe,69.000 ₫,https://www.lazada.vn/products/sach-lac-giua-tan-so-khong-nguoi-nghe-i2383220259.html,35,35,20% Off,"45 Đã bán
(12)
Hà Nội",lazada,book,35,Official
Sách - Tôi tài giỏi bạn cũng thế +Tặng kèm bookmark,110.000 ₫,https://www.lazada.vn/products/sach-toi-tai-gioi-ban-cung-the-tang-kem-bookmark-i1297383799.html,36,36,,"274 Đã bán
(60)
Hà Nội",lazada,book,36,
Sách - Nhà giả kim (TB 2020),64.780 ₫,https://www.lazada.vn/products/sach-nha-gia-kim-tb-2020-i640832127.html,37,37,18% Off,"1.6K Đã bán
(493)
Hồ Chí Minh",lazada,book,37,Official
Sách Sài Gòn - Ký Ức Vượt Thời Gian-Vanlangbooks,67.500 ₫,https://www.lazada.vn/products/sach-sai-gon-ky-uc-vuot-thoi-gian-vanlangbooks-i2339326768.html,38,38,25% Off,"(0)
Hồ Chí Minh",lazada,book,38,Official
"Sách 4 Cuốn: Đọc Vị Con Người, Pha Trò Dí Dỏm, Người Nói Vô Tâm, Sự Thông Minh Trong Hài Hước - Lẻ Cuốn Tuỳ Chọn",99.000 ₫,https://www.lazada.vn/products/sach-4-cuon-doc-vi-con-nguoi-pha-tro-di-dom-nguoi-noi-vo-tam-su-thong-minh-trong-hai-huoc-le-cuon-tuy-chon-i2597976039.html,39,39,21% Off,"6 Đã bán
(3)
Hà Nội",lazada,book,39,
Ăn Ít Để Khỏe,90.440 ₫,https://www.lazada.vn/products/an-it-de-khoe-i469210072.html,40,40,24% Off,"294 Đã bán
(49)
Hồ Chí Minh",lazada,book,40,Official
Sách - Vị Thần Của Những Quyết Định (Bìa Đen),61.000 ₫,https://www.lazada.vn/products/sach-vi-than-cua-nhung-quyet-dinh-bia-den-i1936023766.html,1,1,23% Off,"589 Đã bán
(138)
Hà Nội",lazada,book,1,Official
Combo sách - Trọn Bộ 6 Quyển Giáo Trình Hán Ngữ Phiên Bản Mới tái bản 2023,520.000 ₫,https://www.lazada.vn/products/combo-sach-tron-bo-6-quyen-giao-trinh-han-ngu-phien-ban-moi-tai-ban-2023-i1236602271.html,2,2,29% Off,"182 Đã bán
(50)
Hà Nội",lazada,book,2,
"Biết Ơn Đời , Đời Sẽ Thương Ta",39.000 ₫,https://www.lazada.vn/products/biet-on-doi-doi-se-thuong-ta-i2437462230.html,3,3,35% Off,"18 Đã bán
(4)
Hà Nội",lazada,book,3,
Sách - 38 Bức Thư Rockefeller Viết Cho Con Trai (Sbooks) - Newshop,115.920 ₫,https://www.lazada.vn/products/sach-38-buc-thu-rockefeller-viet-cho-con-trai-sbooks-newshop-i2521093676.html,4,4,16% Off,"17 Đã bán
(5)
Hồ Chí Minh",lazada,book,4,Official
"Sách - Nóng Giận Là Bản Năng, Tĩnh Lặng Là Bản Lĩnh",64.970 ₫,https://www.lazada.vn/products/sach-nong-gian-la-ban-nang-tinh-lang-la-ban-linh-i1244746415.html,5,5,27% Off,"47 Đã bán
(12)
Hà Nội",lazada,book,5,Official
Sách Giao Tiếp 360 Độ: Nghệ Thuật Ứng Biến Trong Mọi Tình Huống - Sách Phát Triển Bản Thân Bizbooks,125.000 ₫,https://www.lazada.vn/products/sach-giao-tiep-360-do-nghe-thuat-ung-bien-trong-moi-tinh-huong-sach-phat-trien-ban-than-bizbooks-i2623457045.html,6,6,24% Off,"(1)
Hà Nội",lazada,book,6,
"Sách - Ngày mai, ngày mai, và ngày mai nữa (Nhã Nam HCM)",212.380 ₫,https://www.lazada.vn/products/sach-ngay-mai-ngay-mai-va-ngay-mai-nua-nha-nam-hcm-i2554314122.html,7,7,18% Off,"5 Đã bán
Hồ Chí Minh",lazada,book,7,Official
Sách - Nuôi Dạy Bé Gái Từ 0 - 6 Tuổi - Thaihabooks,57.000 ₫,https://www.lazada.vn/products/sach-nuoi-day-be-gai-tu-0-6-tuoi-thaihabooks-i622436004.html,8,8,24% Off,"231 Đã bán
(36)
Hồ Chí Minh",lazada,book,8,Official
Thần Thoại Ai Cập ( TT ),166.000 ₫,https://www.lazada.vn/products/than-thoai-ai-cap-tt-i2486414096.html,9,9,17% Off,Hồ Chí Minh,lazada,book,9,Official
Sách - Sự trung thực của xác chết – ghi chép của một pháp y - Thaihabooks,75.240 ₫,https://www.lazada.vn/products/sach-su-trung-thuc-cua-xac-chet-ghi-chep-cua-mot-phap-y-thaihabooks-i1781104761.html,10,10,24% Off,"92 Đã bán
(12)
Hồ Chí Minh",lazada,book,10,Official
Từng có người yêu tôi như sinh mệnh,60.000 ₫,https://www.lazada.vn/products/tung-co-nguoi-yeu-toi-nhu-sinh-menh-i2544595668.html,11,11,49% Off,"16 Đã bán
(3)
Hà Nội",lazada,book,11,
Sách - Làm cha mẹ tỉnh thức - Thái Hà Books,105.000 ₫,https://www.lazada.vn/products/sach-lam-cha-me-tinh-thuc-thai-ha-books-i2300542834.html,12,12,24% Off,Hồ Chí Minh,lazada,book,12,
Sách - Spy room – Lớp học điệp viên 7: Hyoujin Monika,103.000 ₫,https://www.lazada.vn/products/sach-spy-room-lop-hoc-diep-vien-7-hyoujin-monika-i2620748409.html,13,13,20% Off,"7 Đã bán
(1)
Hà Nội",lazada,book,13,
Sách - Tập Viết Chữ Hán Theo Giáo Trình Hán Ngữ Phiên Bản Mới,69.000 ₫,https://www.lazada.vn/products/sach-tap-viet-chu-han-theo-giao-trinh-han-ngu-phien-ban-moi-i1236472775.html,14,14,30% Off,"73 Đã bán
(17)
Hà Nội",lazada,book,14,
Tiếng gọi nơi hoang dã (bìa cứng) - tái bản 2021,66.500 ₫,https://www.lazada.vn/products/tieng-goi-noi-hoang-da-bia-cung-tai-ban-2021-i1666502642.html,15,15,30% Off,"(2)
Hà Nội",lazada,book,15,
"Sách - Phía Nam Biên Giới, Phía Tây Mặt Trời",69.700 ₫,https://www.lazada.vn/products/sach-phia-nam-bien-gioi-phia-tay-mat-troi-i640822415.html,16,16,18% Off,"146 Đã bán
(28)
Hồ Chí Minh",lazada,book,16,Official
Sách - Cuốn Theo Chiều Gió Trọn Bộ 2 Tập (Bìa cứng),120.000 ₫,https://www.lazada.vn/products/sach-cuon-theo-chieu-gio-tron-bo-2-tap-bia-cung-i612186708.html,17,17,49% Off,"120 Đã bán
(28)
Hồ Chí Minh",lazada,book,17,Official
Sách - Tiếng thét câm lặng (Nhã Nam HCM),205.000 ₫,https://www.lazada.vn/products/sach-tieng-thet-cam-lang-nha-nam-hcm-i2596964384.html,18,18,18% Off,"5 Đã bán
(1)
Hồ Chí Minh",lazada,book,18,Official
Sách - 24 Nhân Cách Của Billy Milligan,188.300 ₫,https://www.lazada.vn/products/sach-24-nhan-cach-cua-billy-milligan-i2164430581.html,19,19,30% Off,"24 Đã bán
(4)
Hà Nội",lazada,book,19,Official
Sách - Mẹ Làm Gì Có Ước Mơ,68.000 ₫,https://www.lazada.vn/products/sach-me-lam-gi-co-uoc-mo-i2561878283.html,20,20,24% Off,Hà Nội,lazada,book,20,Official
Sách - Chiếc lư đồng mắt cua (Việt Nam danh tác) (Nhã Nam HCM),55.760 ₫,https://www.lazada.vn/products/sach-chiec-lu-dong-mat-cua-viet-nam-danh-tac-nha-nam-hcm-i1500900460.html,21,21,18% Off,"29 Đã bán
(3)
Hồ Chí Minh",lazada,book,21,Official
Sách - Combo Diện Chẩn ABC + Tuyển Tập Đồ Hình Diện Chẩn Điều Khiển Liệu Pháp Và Xoa Bóp Việt Nam + Diện Chẩn Điều Khiển Liệu Pháp + Ẩm Thực Dưỡng Sinh + Chữa Bệnh Bằng Đồ Hình Phản Chiếu Và Đồng Ứng (5 Cuốn) - Newshop,320.780 ₫,https://www.lazada.vn/products/sach-combo-dien-chan-abc-tuyen-tap-do-hinh-dien-chan-dieu-khien-lieu-phap-va-xoa-bop-viet-nam-dien-chan-dieu-khien-lieu-phap-am-thuc-duong-sinh-chua-benh-bang-do-hinh-phan-chieu-va-dong-ung-5-cuon-newshop-i1673375877.html,22,22,14% Off,"62 Đã bán
(13)
Hồ Chí Minh",lazada,book,22,Official
sách - Nhân Tố Enzyme - Minh Họa - Thaihabooks,67.640 ₫,https://www.lazada.vn/products/sach-nhan-to-enzyme-minh-hoa-thaihabooks-i622440029.html,23,23,24% Off,"74 Đã bán
(10)
Hồ Chí Minh",lazada,book,23,Official
"Vở luyện viết chữ Hán, vở viết các nét tiếng Trung 50 bộ thủ cơ bản",59.000 ₫,https://www.lazada.vn/products/vo-luyen-viet-chu-han-vo-viet-cac-net-tieng-trung-50-bo-thu-co-ban-i2164228815.html,24,24,14% Off,"26 Đã bán
(6)
Hà Nội",lazada,book,24,Official
Fahasa - Chúng Ta Sinh Ra Là Để Hạnh Phúc,62.560 ₫,https://www.lazada.vn/products/fahasa-chung-ta-sinh-ra-la-de-hanh-phuc-i2649131580.html,25,25,32% Off,Hồ Chí Minh,lazada,book,25,Official
"Truyện tranh - Mùa hạ, em và tôi ( Boxset 3 tập)",330.000 ₫,https://www.lazada.vn/products/truyen-tranh-mua-ha-em-va-toi-boxset-3-tap-i2606758483.html,26,26,,Hà Nội,lazada,book,26,
Tìm Hiểu Tính Cách Con Người Qua Bàn Tay,64.000 ₫,https://www.lazada.vn/products/tim-hieu-tinh-cach-con-nguoi-qua-ban-tay-i1493429540.html,27,27,20% Off,"74 Đã bán
(15)
Hà Nội",lazada,book,27,
Sách - 38 Bức Thư Rockefeller Gửi Cho Con Trai - SBOOKS,99.000 ₫,https://www.lazada.vn/products/sach-38-buc-thu-rockefeller-gui-cho-con-trai-sbooks-i2566010098.html,28,28,28% Off,"94 Đã bán
(43)
Hồ Chí Minh",lazada,book,28,Official
Sách - Chào Mừng Đến Lớp Học Đề Cao Thực Lực - Tập 7 - Bản Giới Hạn - Tặng Kèm Acrylic Plate Boy-Meet-Rival + ID Card Nhựa Cứng + Set 2 Bookmark Nhựa Trong + Box,290.000 ₫,https://www.lazada.vn/products/sach-chao-mung-den-lop-hoc-de-cao-thuc-luc-tap-7-ban-gioi-han-tang-kem-acrylic-plate-boy-meet-rival-id-card-nhua-cung-set-2-bookmark-nhua-trong-box-i2583116389.html,29,29,,"5 Đã bán
(0)
Hồ Chí Minh",lazada,book,29,Official
Sách TRANH GIA ĐÌNH GÃI NGỨA - Tuyển tập chúng ta rồi sẽ lớn - Quang Nino,117.777 ₫,https://www.lazada.vn/products/sach-tranh-gia-dinh-gai-ngua-tuyen-tap-chung-ta-roi-se-lon-quang-nino-i2635331801.html,30,30,,"9 Đã bán
(2)
Hà Nội",lazada,book,30,
Agatha Christie. Năm chú heo con,115.000 ₫,https://www.lazada.vn/products/agatha-christie-nam-chu-heo-con-i1713571768.html,31,31,,"10 Đã bán
(2)
Hồ Chí Minh",lazada,book,31,Official
Sách - Phần 1 Cuộc nổi dậy của cô nàng mọt sách Con gái của người lính III - Miya Kazuki,161.999 ₫,https://www.lazada.vn/products/sach-phan-1-cuoc-noi-day-cua-co-nang-mot-sach-con-gai-cua-nguoi-linh-iii-miya-kazuki-i2626767922.html,32,32,,"(2)
Hà Nội",lazada,book,32,
Sách-Tiệc Vườn,144.000 ₫,https://www.lazada.vn/products/sach-tiec-vuon-i2401203389.html,33,33,,"(1)
Hồ Chí Minh",lazada,book,33,Official
Sách - Ngôi thứ nhất số ít (Haruki Murakami) (Nhã Nam HCM),88.560 ₫,https://www.lazada.vn/products/sach-ngoi-thu-nhat-so-it-haruki-murakami-nha-nam-hcm-i2300327980.html,34,34,18% Off,"200 Đã bán
(38)
Hồ Chí Minh",lazada,book,34,Official
Sách - Khi Mọi Điểm Tựa Đều Mất - Newshop,90.160 ₫,https://www.lazada.vn/products/sach-khi-moi-diem-tua-deu-mat-newshop-i1666178843.html,35,35,8% Off,"6 Đã bán
(1)
Hồ Chí Minh",lazada,book,35,Official
Sách Cô nàng Shimotsuki trót phải lòng nhân vật nền - Tập 2 - Bản phổ thông và giới hạn - Light Novel - NXB Kim Đồng,105.000 ₫,https://www.lazada.vn/products/sach-co-nang-shimotsuki-trot-phai-long-nhan-vat-nen-tap-2-ban-pho-thong-va-gioi-han-light-novel-nxb-kim-dong-i2514177027.html,36,36,9% Off,Hà Nội,lazada,book,36,
Combo nuôi con không phải cuộc chiến,374.440 ₫,https://www.lazada.vn/products/combo-nuoi-con-khong-phai-cuoc-chien-i624562474.html,37,37,26% Off,"116 Đã bán
(18)
Hồ Chí Minh",lazada,book,37,Official
Tạp văn Nguyễn Ngọc Tư New 90% SBM2403,62.000 ₫,https://www.lazada.vn/products/tap-van-nguyen-ngoc-tu-new-90-sbm2403-i2228158808.html,38,38,,Hồ Chí Minh,lazada,book,38,
Sách - Chúa tể những chiếc nhẫn (Tập 2) - Hai tòa tháp,110.400 ₫,https://www.lazada.vn/products/sach-chua-te-nhung-chiec-nhan-tap-2-hai-toa-thap-i1497729472.html,39,39,20% Off,Hà Nội,lazada,book,39,Official
Bốn Mùa Cuộc Sống - Châm Ngôn Ngày Mới - Jim Rohn (TH),61.000 ₫,https://www.lazada.vn/products/bon-mua-cuoc-song-cham-ngon-ngay-moi-jim-rohn-th-i2493179109.html,40,40,19% Off,"(2)
Hồ Chí Minh",lazada,book,40,Official
"Sách - Nơi Nào Có Mẹ, Nơi Ấy Là Nhà - AZVietNam",57.600 ₫,https://www.lazada.vn/products/sach-noi-nao-co-me-noi-ay-la-nha-azvietnam-i2628720589.html,1,1,36% Off,Hà Nội,lazada,book,1,Official
Nước non vạn dặm Tập 3 - Từ Việt Bắc về Hà Nội,132.000 ₫,https://www.lazada.vn/products/nuoc-non-van-dam-tap-3-tu-viet-bac-ve-ha-noi-i2627952038.html,2,2,30% Off,"(1)
Hà Nội",lazada,book,2,Official
Sách - Nhật ký Đặng Thùy Trâm,72.000 ₫,https://www.lazada.vn/products/sach-nhat-ky-dang-thuy-tram-i1935526677.html,3,3,20% Off,"28 Đã bán
(7)
Hà Nội",lazada,book,3,Official
Truyện - Út quyên và tôi,43.000 ₫,https://www.lazada.vn/products/truyen-ut-quyen-va-toi-i2614131347.html,4,4,49% Off,"(1)
Hà Nội",lazada,book,4,
Sách - Cá hồi: Hành trình tỉnh thức (Nhã Nam HCM),81.180 ₫,https://www.lazada.vn/products/sach-ca-hoi-hanh-trinh-tinh-thuc-nha-nam-hcm-i2426557293.html,5,5,18% Off,"35 Đã bán
(9)
Hồ Chí Minh",lazada,book,5,Official
Tự Học Tiếng Trung Giao Tiếp Từ Con Số 0 Tập 1 + file nghe dạy . Tặng quà 25G qua mail,149.000 ₫,https://www.lazada.vn/products/tu-hoc-tieng-trung-giao-tiep-tu-con-so-0-tap-1-file-nghe-day-tang-qua-25g-qua-mail-i1348899532.html,6,6,26% Off,"58 Đã bán
(5)
Thái Bình",lazada,book,6,
NGƯỜI GIÀU NHẤT THÀNH BABYLON (Bìa cứng),64.000 ₫,https://www.lazada.vn/products/nguoi-giau-nhat-thanh-babylon-bia-cung-i2592416706.html,7,7,41% Off,"(1)
Hồ Chí Minh",lazada,book,7,Official
