title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,official_idx,official
laptop 2 in 1 hp elite x2 1012 g2 i5 7200.ram 8 ssd 256+kèm phím zin,5.150.000 ₫,https://www.lazada.vn/products/laptop-2-in-1-hp-elite-x2-1012-g2-i5-7200ram-8-ssd-256kem-phim-zin-i2364224724.html,32,32,,Hà Nội,lazada,32,
Laptop cũ giá rẻ Core i3 i5 ram 4gb SSD 120gb nhiều hãng,1.699.000 ₫,https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-ram-4gb-ssd-120gb-nhieu-hang-i2574354989.html,33,33,,Đồng Nai,lazada,33,
Laptop Acer Nitro 5 AN515-58-50D2 (NH.QHYSV.005) (i5-12500H) (Đen) - Bảo hành 12 tháng,27.599.000 ₫,https://www.lazada.vn/products/laptop-acer-nitro-5-an515-58-50d2-nhqhysv005-i5-12500h-den-bao-hanh-12-thang-i2585483857.html,34,34,23% Off,Hồ Chí Minh,lazada,34,Official
"DELL Latitude 7290 Core i5, i7 8650U Ram 16G SSD 256GB màn 12.5in laptop mỏng nhẹ, tác vụ văn phòng, học tập, làm việc mượt mà.",4.600.000 ₫,https://www.lazada.vn/products/dell-latitude-7290-core-i5-i7-8650u-ram-16g-ssd-256gb-man-125in-laptop-mong-nhe-tac-vu-van-phong-hoc-tap-lam-viec-muot-ma-i2614032602.html,35,35,29% Off,Hồ Chí Minh,lazada,35,
[HCM] Laptop Cũ Dell Latitude E6420 CPU Core I5-2540M/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0'' inch. Cắm sạc trực tiếp vào máy xài,1.428.000 ₫,https://www.lazada.vn/products/hcm-laptop-cu-dell-latitude-e6420-cpu-core-i5-2540m-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-truc-tiep-vao-may-xai-i2567118135.html,36,36,,Hồ Chí Minh,lazada,36,
Màn hình LCD Laptop Chạy Đèn cao áp 15.6 in WIDE 30 Pin Lỗi nhẹ chọn ngẫu nhiên,198.000 ₫,https://www.lazada.vn/products/man-hinh-lcd-laptop-chay-den-cao-ap-156-in-wide-30-pin-loi-nhe-chon-ngau-nhien-i820536223.html,37,37,10% Off,"(1)
Thừa Thiên Huế",lazada,37,
Laptop Lenovo ThinkPad X1 Yoga Gen 6 - Core i7-1165G7 RAM 16G SSD 512G Màn 14 Inch FHD Touch ( Bảo Hành 3 đến 12 Tháng ),14.800.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x1-yoga-gen-6-core-i7-1165g7-ram-16g-ssd-512g-man-14-inch-fhd-touch-bao-hanh-3-den-12-thang-i2626662674.html,38,38,,Hồ Chí Minh,lazada,38,
LAPTOP ASUS GAMING ROG STRIX G614JI-N4084W (I7 13650HX/16GB RAM/1TB SSD/16 QHD 240HZ/RTX 4070 8GB/WIN11/BALO/XÁM),40.700.000 ₫,https://www.lazada.vn/products/laptop-asus-gaming-rog-strix-g614ji-n4084w-i7-13650hx16gb-ram1tb-ssd16-qhd-240hzrtx-4070-8gbwin11baloxam-i2470688727.html,39,39,13% Off,Hà Nội,lazada,39,Official
"Laptop Asus ExpertBook B1402CVA-NK0176W i5-1335U| 16GB| 512GB| OB| 14""FHD| Win11 - Hàng chính hãng new 100%",14.895.000 ₫,https://www.lazada.vn/products/laptop-asus-expertbook-b1402cva-nk0176w-i5-1335u-16gb-512gb-ob-14fhd-win11-hang-chinh-hang-new-100-i2561754473.html,40,40,12% Off,Hồ Chí Minh,lazada,40,
HP ELITEBOOK 840 G5 CORE I5 8350U RAM 8G SSD 256G 14INCH FHD TRÀN VIỀN IPS,5.850.000 ₫,https://www.lazada.vn/products/hp-elitebook-840-g5-core-i5-8350u-ram-8g-ssd-256g-14inch-fhd-tran-vien-ips-i2358063716.html,1,1,34% Off,"(1)
Hồ Chí Minh",lazada,1,
Máy tính xách tay/ Laptop Acer Aspire 3 A315-58-529V (i5-1135G7) (Bạc) -,13.189.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-58-529v-i5-1135g7-bac-i2413451403.html,2,2,18% Off,Hồ Chí Minh,lazada,2,Official
"Laptop 2 trong 1 Asus Flip TP412F Core i7-10510U, 16gb Ram, 512gb SSD, 14""Full HD cảm ứng gập 360 độ",6.900.000 ₫,https://www.lazada.vn/products/laptop-2-trong-1-asus-flip-tp412f-core-i7-10510u-16gb-ram-512gb-ssd-14full-hd-cam-ung-gap-360-do-i1478752227.html,3,3,,"13 Đã bán
(5)
Hưng Yên",lazada,3,
[Trả góp 0%]ASUS VIVOBOOK X509MA INTEL N4020 RAM 8G SSD 256G 15.6INCH,3.780.000 ₫,https://www.lazada.vn/products/tra-gop-0asus-vivobook-x509ma-intel-n4020-ram-8g-ssd-256g-156inch-i1228650181.html,4,4,35% Off,Hồ Chí Minh,lazada,4,
Laptop Dell Latitude E5490 màn 14 inch FHD - Core i5 8250 ram 8G 256G SSD,4.388.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e5490-man-14-inch-fhd-core-i5-8250-ram-8g-256g-ssd-i2547728346.html,5,5,,Nghệ An,lazada,5,
"Thanh lý Laptop HP -Core 2 dual, giá 1triệu",1.000.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-hp-core-2-dual-gia-1trieu-i2181386666.html,6,6,,Tiền Giang,lazada,6,
"Laptop Asus Vivobook A1405VA-KM059W i5 13500H/8GB/512GB/14"" OLED WQXGA+/Win11",15.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1405va-km059w-i5-13500h8gb512gb14-oled-wqxgawin11-i2260885411.html,7,7,22% Off,"(1)
Hồ Chí Minh",lazada,7,Official
"Laptop Dell G7 7700, Core i7 10750H, Ram 16GB, SSD 1TB, RTX 2070 8G, Led RGB, 17.3inch FHD 300Hz, tặng kèm bộ quà tặng cao cấp",22.500.000 ₫,https://www.lazada.vn/products/laptop-dell-g7-7700-core-i7-10750h-ram-16gb-ssd-1tb-rtx-2070-8g-led-rgb-173inch-fhd-300hz-tang-kem-bo-qua-tang-cao-cap-i2641121066.html,8,8,8% Off,"5 Đã bán
Hà Nội",lazada,8,
HP PROBOOK 11G2 CPU 3855U RAM 8G SSD 256G 11.6INCH GIÁ RẺ,2.088.860 ₫,https://www.lazada.vn/products/hp-probook-11g2-cpu-3855u-ram-8g-ssd-256g-116inch-gia-re-i2565105666.html,9,9,40% Off,"(1)
Hồ Chí Minh",lazada,9,
Laptop cũ giá rẻ i3 i5 i7 ram 4gb 8gb ổ cứng ssd nhiều hãng,1.699.000 ₫,https://www.lazada.vn/products/laptop-cu-gia-re-i3-i5-i7-ram-4gb-8gb-o-cung-ssd-nhieu-hang-i2574286770.html,10,10,,Đồng Nai,lazada,10,
"Apple Macbook Air 2022 13.6"" M2 - 8Core CPU/8Core GPU 8GB/256GB (CTY) - Chính hãng",27.990.000 ₫,https://www.lazada.vn/products/apple-macbook-air-2022-136-m2-8core-cpu8core-gpu-8gb256gb-cty-chinh-hang-i2049807180.html,11,11,15% Off,"11 Đã bán
Hồ Chí Minh",lazada,11,Official
Máy tính xách tay/ Laptop Acer Aspire 5 A514-55-5954 (NX.K5BSV.001) (i5-1235U) (Xám) - Bảo hành 12 tháng,14.390.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-5-a514-55-5954-nxk5bsv001-i5-1235u-xam-bao-hanh-12-thang-i2413890280.html,12,12,28% Off,Hồ Chí Minh,lazada,12,Official
Laptop Lenovo Thinkpad X1 Carbon Gen 7/ GEN 6 / GEN 5/ Core i7 / Core i5 / 14 FHD SIÊU MỎNG - SIÊU NHANH - HÀNG CHÍNH HÃNG,4.790.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x1-carbon-gen-7-gen-6-gen-5-core-i7-core-i5-14-fhd-sieu-mong-sieu-nhanh-hang-chinh-hang-i1983102364.html,13,13,40% Off,"207 Đã bán
(69)
Hà Nội",lazada,13,
"Laptop Gaming Asus ROG Strix G513QM, Ryzen 9-5900HX, Ram 16GB, SSD 512GB, màn hình 15.6inch FullHD 240Hz, VGA RTX 3060, tặng kèm bộ phụ kiện laptop",23.000.000 ₫,https://www.lazada.vn/products/laptop-gaming-asus-rog-strix-g513qm-ryzen-9-5900hx-ram-16gb-ssd-512gb-man-hinh-156inch-fullhd-240hz-vga-rtx-3060-tang-kem-bo-phu-kien-laptop-i2606748656.html,14,14,8% Off,"10 Đã bán
(2)
Hà Nội",lazada,14,
"Laptop Gaming Asus GL552JX Core i7/Ram 8Gb/Ổ 1000Gb/Card GTX950 4Gb Chơi game , làm đồ hoạ mượt mà",8.300.000 ₫,https://www.lazada.vn/products/laptop-gaming-asus-gl552jx-core-i7ram-8gbo-1000gbcard-gtx950-4gb-choi-game-lam-do-hoa-muot-ma-i2114433994.html,15,15,,"46 Đã bán
(5)
Hà Nội",lazada,15,
Laptop Lenovo ThinkBook 16p G2 ACH (20YM003LVN) Ryzen 7 5800H | 16GB | 512GB SSD PCIe RTX 3060 6GB GDDR6 | 16 inch WQXGA IPS | Win 11 | Finger | LED KEY| Hàng Chính Hãng,23.950.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-16p-g2-ach-20ym003lvn-ryzen-7-5800h-16gb-512gb-ssd-pcie-rtx-3060-6gb-gddr6-16-inch-wqxga-ips-win-11-finger-led-key-hang-chinh-hang-i2081986007.html,16,16,40% Off,Hồ Chí Minh,lazada,16,Official
Laptop Lenovo IdeaPad 5 15ITL05 82FG01H8VN i5-1135G7| 8GB| 256GB| Iris Xe| Win 11,18.990.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-5-15itl05-82fg01h8vn-i5-1135g7-8gb-256gb-iris-xe-win-11-i1785236620.html,17,17,,Hồ Chí Minh,lazada,17,Official
Máy tính xách tay/ Laptop Acer Aspire 5 A514-56P-35X7 (NX.KHRSV.001) (i3-1315U) (Xám) - Bảo hành 12 tháng,12.859.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-5-a514-56p-35x7-nxkhrsv001-i3-1315u-xam-bao-hanh-12-thang-i2413412570.html,18,18,1% Off,Hồ Chí Minh,lazada,18,Official
Laptop Lenovo Thinkpad X270 Core i5- Ram 8GB- SSD 128GB- 256GB- Màn hình 12.5 inch. Bảo hành 12 tháng,2.790.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x270-core-i5-ram-8gb-ssd-128gb-256gb-man-hinh-125-inch-bao-hanh-12-thang-i2087435830.html,19,19,24% Off,"13 Đã bán
(9)
Hà Nội",lazada,19,
"Laptop Dell 2022 inspiron 1420 ram 4Gb ổ cứng 120Gb Windows 8 bảo hành 7 tháng làm việc văn phòng, học tập ok",1.990.000 ₫,https://www.lazada.vn/products/laptop-dell-2022-inspiron-1420-ram-4gb-o-cung-120gb-windows-8-bao-hanh-7-thang-lam-viec-van-phong-hoc-tap-ok-i2070763255.html,20,20,50% Off,"25 Đã bán
(8)
Hồ Chí Minh",lazada,20,
"Laptop Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H/32GB/512GB/15.6""FHD/RTX2050 4GB/Win11",18.990.000 ₫,https://www.lazada.vn/products/laptop-acer-gaming-aspire-5-a515-58gm-53cm-i5-13420h32gb512gb156fhdrtx2050-4gbwin11-i2607379529.html,21,21,17% Off,Hồ Chí Minh,lazada,21,Official
"Thanh lý Laptop HP 8440p, Core I5, ram 6 gb, giá 1,4 triệu",1.271.480 ₫,https://www.lazada.vn/products/thanh-ly-laptop-hp-8440p-core-i5-ram-6-gb-gia-14-trieu-i2283458197.html,22,22,9% Off,"24 Đã bán
(10)
Tiền Giang",lazada,22,
Máy tính xách tay/ Laptop Acer Aspire 3 A314-23M-R4TX (NX.KEXSV.001) (AMD Ryzen 5 7520U) (Bạc) - Bảo hành 12 tháng,13.189.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a314-23m-r4tx-nxkexsv001-amd-ryzen-5-7520u-bac-bao-hanh-12-thang-i2413424363.html,23,23,1% Off,Hồ Chí Minh,lazada,23,Official
HP Probook 440 G3 i5 6200U,5.600 ₫,https://www.lazada.vn/products/hp-probook-440-g3-i5-6200u-i2485706480.html,24,24,,Hồ Chí Minh,lazada,24,
DELL GAMING G3-3590 CORE I5 9300H RAM 16G SSD 256G+1T 15.6INCH FHD VGA GTX 1050,8.010.000 ₫,https://www.lazada.vn/products/dell-gaming-g3-3590-core-i5-9300h-ram-16g-ssd-256g1t-156inch-fhd-vga-gtx-1050-i2395929262.html,25,25,18% Off,Hồ Chí Minh,lazada,25,
Laptop Dell D430 thanh lý,850.000 ₫,https://www.lazada.vn/products/laptop-dell-d430-thanh-ly-i2593502885.html,26,26,,Hồ Chí Minh,lazada,26,
Màn hình laptop 14.1 lcd wide cao áp đẹp 30 pin hàng tháo máy zin,200.000 ₫,https://www.lazada.vn/products/man-hinh-laptop-141-lcd-wide-cao-ap-dep-30-pin-hang-thao-may-zin-i2177656615.html,27,27,50% Off,Thừa Thiên Huế,lazada,27,
"Máy tính Laptop Dell Latitude 7480 Intel Core i5-6300U, Ram 8, SSD 256, 14inch Full HD",4.800.000 ₫,https://www.lazada.vn/products/may-tinh-laptop-dell-latitude-7480-intel-core-i5-6300u-ram-8-ssd-256-14inch-full-hd-i2123762263.html,28,28,,Nam Định,lazada,28,
[Voucher 12% max 3TR] Laptop HP 15s-fq5159TU (7C0S0PA) (i7-1255U) (Bạc) - Bảo hành 12 tháng,18.249.000 ₫,https://www.lazada.vn/products/voucher-12-max-3tr-laptop-hp-15s-fq5159tu-7c0s0pa-i7-1255u-bac-bao-hanh-12-thang-i2313143883.html,29,29,11% Off,"20 Đã bán
(7)
Hồ Chí Minh",lazada,29,Official
Surface Laptop 3 Core i7-1065G7 l RAM 16GB l SSD 512GB l Màn 13 inch QHD Cảm Ứng [BẢO HÀNH 3 - 12 THÁNG],9.800.000 ₫,https://www.lazada.vn/products/surface-laptop-3-core-i7-1065g7-l-ram-16gb-l-ssd-512gb-l-man-13-inch-qhd-cam-ung-bao-hanh-3-12-thang-i2121551792.html,30,30,,"7 Đã bán
(2)
Hồ Chí Minh",lazada,30,
"Laptop Lenovo IdeaPad 3 14IAH8 i5 12450H/16GB/512GB/14""FHD/Win11",13.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-3-14iah8-i5-12450h16gb512gb14fhdwin11-i2506994122.html,31,31,13% Off,Hồ Chí Minh,lazada,31,Official
SALE OF - THINKPAD T420S CORE I7 2620M RAM 8G SSD 256G 14INCH VGA RỜI,2.970.000 ₫,https://www.lazada.vn/products/sale-of-thinkpad-t420s-core-i7-2620m-ram-8g-ssd-256g-14inch-vga-roi-i2020018108.html,32,32,34% Off,"(1)
Hồ Chí Minh",lazada,32,
Laptop HP Pavilion 15-EG2038TX i5-1235U/8GB/256GB/Win11 6K784PA,13.990.000 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-15-eg2038tx-i5-1235u8gb256gbwin11-6k784pa-i2229497939.html,33,33,29% Off,Hồ Chí Minh,lazada,33,Official
"Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U/8GB/512GB/14""FHD/Win 11",12.690.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-slim-5-light-14abr8-r5-7530u8gb512gb14fhdwin-11-i2582559258.html,34,34,25% Off,Hồ Chí Minh,lazada,34,Official
"Laptop thinkpad X270 -Chip core i5 thế hệ 7, mạnh mẽ, siêu mỏng , máy nhật mới likenew",3.200.000 ₫,https://www.lazada.vn/products/laptop-thinkpad-x270-chip-core-i5-the-he-7-manh-me-sieu-mong-may-nhat-moi-likenew-i2622458068.html,35,35,,Hà Nội,lazada,35,
Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U) (Xanh) - Bảo hành 12 tháng,11.190.000 ₫,https://www.lazada.vn/products/laptop-hp-15s-fq5228tu-8u240pa-i3-1215u-xanh-bao-hanh-12-thang-i2311857354.html,36,36,14% Off,"348 Đã bán
(106)
Hồ Chí Minh",lazada,36,Official
"Laptop HP P8400 ram 3Gb ổ cứng 32Gb màn hình 14 inch đầy đủ phụ kiện, bảo hành 7 tháng",1.816.400 ₫,https://www.lazada.vn/products/laptop-hp-p8400-ram-3gb-o-cung-32gb-man-hinh-14-inch-day-du-phu-kien-bao-hanh-7-thang-i2634641271.html,37,37,9% Off,Hồ Chí Minh,lazada,37,
"Laptop Sony Vaio PCG-717 Core i5, 8gb ram, 240gb SSD, 15.6"" HD nhiều máu sắc đẹp",3.000.000 ₫,https://www.lazada.vn/products/laptop-sony-vaio-pcg-717-core-i5-8gb-ram-240gb-ssd-156-hd-nhieu-mau-sac-dep-i2023789332.html,38,38,,"(2)
Hưng Yên",lazada,38,
Máy tính xách tay Laptop HP ZBook Power G8 Core i5-11500H/ 16GB/ SSD 512GB/ NVIDIA® T600 4G/ 15.6 inch FHD/ Windows 10,50.000.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-hp-zbook-power-g8-core-i5-11500h-16gb-ssd-512gb-nvidia-t600-4g-156-inch-fhd-windows-10-i2182915823.html,39,39,,"24 Đã bán
Hồ Chí Minh",lazada,39,
"Laptop Acer Aspire Lite AL15-51M-55NB i5-1155G7/8GB/512GB/15.6""FHD/Win11",11.490.000 ₫,https://www.lazada.vn/products/laptop-acer-aspire-lite-al15-51m-55nb-i5-1155g78gb512gb156fhdwin11-i2565985727.html,40,40,12% Off,Hồ Chí Minh,lazada,40,Official
Máy tính xách tay/ Laptop Acer Aspire 3 A315-58-54M5 (NX.ADDSV.00M) (i5-1135G7) (Bạc),16.489.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-58-54m5-nxaddsv00m-i5-1135g7-bac-i2097461248.html,1,1,2% Off,Hồ Chí Minh,lazada,1,Official
Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016),55.188.000 ₫,https://www.lazada.vn/products/microsoft-surface-pro-2018-core-i7-8650u8g256gb-kju-00016-i285072176.html,2,2,,"44 Đã bán
Hồ Chí Minh",lazada,2,
Laptop Dell Latitude E7250 màn 12.5 - Core i7 5600u 8G 256G SSD,2.668.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7250-man-125-core-i7-5600u-8g-256g-ssd-i2277609531.html,3,3,8% Off,"28 Đã bán
(17)
Nghệ An",lazada,3,
Laptop LENOVO ThinkBook 15 G3 ACL 21A40044VN R3-5300U| 4GB| 512GB| Onboard| Win 10,15.890.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-15-g3-acl-21a40044vn-r3-5300u-4gb-512gb-onboard-win-10-i1773943089.html,4,4,,"8 Đã bán
(1)
Hồ Chí Minh",lazada,4,Official
"Laptop Lenovo V15 G4 IRU (83A10008VN) | Intel® Raptor Lake Core™ i5 _ 1335U | 8GB | 512GB SSD PCIe Gen 4 | Intel® Iris® Xe Graphics | 15,6 inch Full HD IPS 300 Nits | FreeDos| Hàng Chính Hãng",13.500.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v15-g4-iru-83a10008vn-intel-raptor-lake-core-i5-_-1335u-8gb-512gb-ssd-pcie-gen-4-intel-iris-xe-graphics-156-inch-full-hd-ips-300-nits-freedos-hang-chinh-hang-i2612147832.html,5,5,12% Off,Hồ Chí Minh,lazada,5,Official
Laptop NEC Versapro VK26 màn 15.6 inch - Ram 8G 256G SSD,2.358.000 ₫,https://www.lazada.vn/products/laptop-nec-versapro-vk26-man-156-inch-ram-8g-256g-ssd-i2487262543.html,6,6,15% Off,"(1)
Nghệ An",lazada,6,
Laptop Dell Inspiron 3530 (71011775) | Core i7-1355U | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Office | Đen| Hàng Chính Hãng,18.999.000 ₫,https://www.lazada.vn/products/laptop-dell-inspiron-3530-71011775-core-i7-1355u-8gb-512gb-intel-iris-xe-156-inch-fhd-win-11-office-den-hang-chinh-hang-i2474153969.html,7,7,15% Off,Hồ Chí Minh,lazada,7,Official
"Laptop MSI Raider GE68 HX 14VIG 496VN (i9-14900HX/ 32GB/ 2TB SSD/ RTX 4090 16GB/ 16.0"" QHD/ Win11) - Hàng Chính Hãng",95.220.000 ₫,https://www.lazada.vn/products/laptop-msi-raider-ge68-hx-14vig-496vn-i9-14900hx-32gb-2tb-ssd-rtx-4090-16gb-160-qhd-win11-hang-chinh-hang-i2628591333.html,8,8,5% Off,Hồ Chí Minh,lazada,8,
"Razer Blade 18 Gaming Laptop: NVIDIA GeForce RTX 4090-13th Gen Intel 24-Core i9 HX CPU - 18"" QHD+ 240Hz - 32GB RAM - 2TB SSD - CNC Aluminum - Compact GaN Charger - Windows 11 - Chroma RGB",60.550.670 ₫,https://www.lazada.vn/products/razer-blade-18-gaming-laptop-nvidia-geforce-rtx-4090-13th-gen-intel-24-core-i9-hx-cpu-18-qhd-240hz-32gb-ram-2tb-ssd-cnc-aluminum-compact-gan-charger-windows-11-chroma-rgb-i2305916294.html,9,9,,"9 Đã bán
Bình Thuận",lazada,9,
"Thanh lý Laptop Toshiba, core I5, ram 4Gb, ô cứng SSD 120G, full chức năng. Giá bán: 1,2 triệu",1.144.920 ₫,https://www.lazada.vn/products/thanh-ly-laptop-toshiba-core-i5-ram-4gb-o-cung-ssd-120g-full-chuc-nang-gia-ban-12-trieu-i2342620790.html,10,10,5% Off,"23 Đã bán
(9)
Tiền Giang",lazada,10,
LapTop Lenovo V14 IIL (82C400W0VN) | Intel Core i3 _ 1005G1 | 4GB | 256GB SSD PCIe | Win 10 | 14 inch HD | Hàng Chính Hãng Lenovo Việt Nam,7.850.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v14-iil-82c400w0vn-intel-core-i3-_-1005g1-4gb-256gb-ssd-pcie-win-10-14-inch-hd-hang-chinh-hang-lenovo-viet-nam-i1077150262.html,11,11,43% Off,"8 Đã bán
(4)
Hồ Chí Minh",lazada,11,Official
"Lenovo Thinkpad T460 i5 ,Ram 8G ,SSD 256G Hàng nhập khẩu giá ai củng mua được",3.570.000 ₫,https://www.lazada.vn/products/lenovo-thinkpad-t460-i5-ram-8g-ssd-256g-hang-nhap-khau-gia-ai-cung-mua-duoc-i251085360.html,12,12,,Hà Nội,lazada,12,
Laptop Hp 8440p i5 CARD RỜI - HÀNG NHẬP XỊN - SIÊU BỀN,1.790.000 ₫,https://www.lazada.vn/products/laptop-hp-8440p-i5-card-roi-hang-nhap-xin-sieu-ben-i907162173.html,13,13,,"11 Đã bán
(1)
Hà Nội",lazada,13,
[Voucher 12% max 3TR] Laptop HP Pavilion 15-eg2089TU (7C0R1PA) (i7-1260P) (Vàng) - Bảo hành 12 tháng,23.969.000 ₫,https://www.lazada.vn/products/voucher-12-max-3tr-laptop-hp-pavilion-15-eg2089tu-7c0r1pa-i7-1260p-vang-bao-hanh-12-thang-i2326297229.html,14,14,,"8 Đã bán
(1)
Hồ Chí Minh",lazada,14,Official
Máy tính xách tay/ Laptop Acer Swift 3 SF314-511-55QE (NX.ABNSV.003) (i5-1135G7) (Bạc) - Bảo hành 12 tháng,19.459.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-swift-3-sf314-511-55qe-nxabnsv003-i5-1135g7-bac-bao-hanh-12-thang-i2413846206.html,15,15,18% Off,Hồ Chí Minh,lazada,15,Official
"ASUS TUF Gaming A17 (2023) Gaming Laptop, 17.3” FHD 144Hz Display, GeForce RTX 4050, AMD Ryzen 9 7940HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11",20.805.000 ₫,https://www.lazada.vn/products/asus-tuf-gaming-a17-2023-gaming-laptop-173-fhd-144hz-display-geforce-rtx-4050-amd-ryzen-9-7940hs-16gb-ddr5-1tb-pcie-40-ssd-wi-fi-6-windows-11-i2574030672.html,16,16,"5% Off
Áp dụng voucher",Bình Dương,lazada,16,
"Máy Tính Bảng Microsoft Surface Pro6/5/4 Pro7 Laptop 12.3 Inch 13.5 Máy Tính Màn Hình Laptop Màn Hình Go2 HD, Màng Bảo Vệ Go3 Chống Ánh Sáng Xanh 8/9, Màng Dán Nhám Nhám Book 15",84.280 ₫,https://www.lazada.vn/products/may-tinh-bang-microsoft-surface-pro654-pro7-laptop-123-inch-135-may-tinh-man-hinh-laptop-man-hinh-go2-hd-mang-bao-ve-go3-chong-anh-sang-xanh-89-mang-dan-nham-nham-book-15-i2305254639.html,17,17,63% Off,"9 Đã bán
(5)
Hồ Chí Minh",lazada,17,
Laptop HP Victus 15-fa1139TX - 8Y6W3PA (i5-12450H/RAM 16GB/512GB SSD/ Windows 11) - Bảo hành 12 tháng,22.429.000 ₫,https://www.lazada.vn/products/laptop-hp-victus-15-fa1139tx-8y6w3pa-i5-12450hram-16gb512gb-ssd-windows-11-bao-hanh-12-thang-i2518503347.html,18,18,9% Off,Hồ Chí Minh,lazada,18,Official
Laptop 2 in 1 HP Elite x2 1012 Kèm Bàn Phím Có Đèn Windows 10 Bản Quyền,2.950.000 ₫,https://www.lazada.vn/products/laptop-2-in-1-hp-elite-x2-1012-kem-ban-phim-co-den-windows-10-ban-quyen-i2144258776.html,19,19,,"6 Đã bán
(5)
Hồ Chí Minh",lazada,19,
Máy tính xách tay HP 15s-fq2712TU 7C0X2PA (Core i3 1115G4/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Bạc/ Vỏ nhựa),13.990.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-hp-15s-fq2712tu-7c0x2pa-core-i3-1115g4-8gb-256gb-ssd-intel-uhd-graphics-156inch-full-hd-windows-11-home-bac-vo-nhua-i2219128160.html,20,20,,Hà Nội,lazada,20,Official
Lenovo Thinkpad X13 Core i7-10610U RAM 16G SSD 256G | Màn 13.3' FHD [ Bảo Hành 3 - 12 Tháng ] Máy Mỹ Đẹp 99%,9.500.000 ₫,https://www.lazada.vn/products/lenovo-thinkpad-x13-core-i7-10610u-ram-16g-ssd-256g-man-133-fhd-bao-hanh-3-12-thang-may-my-dep-99-i1999484293.html,21,21,,Hồ Chí Minh,lazada,21,
Lenovo V14 IIL (82C400W0VN) | Intel® Core™ i3 _ 1005G1 | 4GB | 256GB SSD PCIe | Intel® UHD Graphics | Win 10 | 14 inch HD,7.350.000 ₫,https://www.lazada.vn/products/lenovo-v14-iil-82c400w0vn-intel-core-i3-_-1005g1-4gb-256gb-ssd-pcie-intel-uhd-graphics-win-10-14-inch-hd-i2045407453.html,22,22,,Hồ Chí Minh,lazada,22,Official
[Voucher 12% max 3TR] Laptop HP Pavilion 14-dv2075TU (7C0W2PA) (i5-1235U) (Bạc) - Bảo hành 12 tháng,17.699.000 ₫,https://www.lazada.vn/products/voucher-12-max-3tr-laptop-hp-pavilion-14-dv2075tu-7c0w2pa-i5-1235u-bac-bao-hanh-12-thang-i2312413467.html,23,23,10% Off,Hồ Chí Minh,lazada,23,Official
Laptop Acer Aspire 5 A515-58GM-59LJ (NX.KQ4SV.001) (i5-13420H) (Xám) - Bảo hành 12 tháng,19.239.000 ₫,https://www.lazada.vn/products/laptop-acer-aspire-5-a515-58gm-59lj-nxkq4sv001-i5-13420h-xam-bao-hanh-12-thang-i2533864935.html,24,24,6% Off,Hồ Chí Minh,lazada,24,Official
[Trả góp 0%]Dell E6410 Core i5 Ram 4G HDD 500GB 14inch,2.808.000 ₫,https://www.lazada.vn/products/tra-gop-0dell-e6410-core-i5-ram-4g-hdd-500gb-14inch-i438582763.html,25,25,30% Off,"106 Đã bán
(43)
Hồ Chí Minh",lazada,25,
