title,price,link_item,image_url,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Màn hình LCD Laptop Chạy Đèn cao áp 15.6 in WIDE 30 Pin Lỗi nhẹ chọn ngẫu nhiên,198.000 ₫,https://www.lazada.vn/products/man-hinh-lcd-laptop-chay-den-cao-ap-156-in-wide-30-pin-loi-nhe-chon-ngau-nhien-i820536223.html,https://img.lazcdn.com/g/p/bf04ce7a363c73eedc3cd88af49166d0.jpg_400x400q75.jpg_.webp,8,8,10% Off,"(1)
Thừa Thiên Huế",lazada,computerandlaptop,8,0
"Laptop Cũ Dell Inspiron N4110 CPU Core I5-2430M/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0"" inch",1.581.000 ₫,https://www.lazada.vn/products/laptop-cu-dell-inspiron-n4110-cpu-core-i5-2430m-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-i2552866465.html,https://img.lazcdn.com/g/p/03817e2eaad472d4b3908684df38932f.jpg_400x400q75.jpg_.webp,9,9,,Hồ Chí Minh,lazada,computerandlaptop,9,0
Máy tính xách tay/ Laptop Acer Nitro AN515-58-769J (NH.QFHSV.003) (i7-12700H) (Đen) - Bảo hành 12 tháng,24.189.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-an515-58-769j-nhqfhsv003-i7-12700h-den-bao-hanh-12-thang-i2413939097.html,https://img.lazcdn.com/g/p/9377a754e0dc71a829e2f67709b69a16.jpg_400x400q75.jpg_.webp,10,10,24% Off,Hồ Chí Minh,lazada,computerandlaptop,10,1
[Trả góp 0%]Lenovo G560 Core i5 M430 Ram 4GB HDD 500GB 15.6inch,2.900.000 ₫,https://www.lazada.vn/products/tra-gop-0lenovo-g560-core-i5-m430-ram-4gb-hdd-500gb-156inch-i579806486.html,https://img.lazcdn.com/g/p/4780dfea2d317da772944deba47177ec.jpg_400x400q75.jpg_.webp,11,11,24% Off,"(1)
Hồ Chí Minh",lazada,computerandlaptop,11,0
"MSI Laptop Gaming Cao cấp Stealth 16 MercedesAMG A13VG-289VN|i9-13900H|RTX 4070|DDR5 32GB|16"" UHD OLED, DisplayHDR 600",80.990.000 ₫,https://www.lazada.vn/products/msi-laptop-gaming-cao-cap-stealth-16-mercedesamg-a13vg-289vni9-13900hrtx-4070ddr5-32gb16-uhd-oled-displayhdr-600-i2407988942.html,https://img.lazcdn.com/g/p/5a15ffd375e2b4e16b118ea3cf5b91b3.jpg_400x400q75.jpg_.webp,12,12,,"5 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,12,1
"Laptop Dell Precision 7530 Core i7-8850H, Ram 32GB, SSD 512GB, 15.6 Inch FHD, Nvidia Quadro P2000",8.900.000 ₫,https://www.lazada.vn/products/laptop-dell-precision-7530-core-i7-8850h-ram-32gb-ssd-512gb-156-inch-fhd-nvidia-quadro-p2000-i2485355945.html,https://img.lazcdn.com/g/p/d3c5e8a893c8def43becfa0b90856ba5.jpg_400x400q75.jpg_.webp,13,13,,Hồ Chí Minh,lazada,computerandlaptop,13,0
Lenovo V15 G3 IAP (82TT00ARVN) | Intel® Alder Lake Core™ i3 _ 1215U | 8GB | 256GB SSD PCIe | Intel® UHD Graphics | Win 11 | 15.6 inch Full HD IPS,9.550.000 ₫,https://www.lazada.vn/products/lenovo-v15-g3-iap-82tt00arvn-intel-alder-lake-core-i3-_-1215u-8gb-256gb-ssd-pcie-intel-uhd-graphics-win-11-156-inch-full-hd-ips-i2474475618.html,https://img.lazcdn.com/g/p/611eaaa79f3d207960e4c135bc4edc9e.png_400x400q75.png_.webp,14,14,,Hồ Chí Minh,lazada,computerandlaptop,14,1
"Máy tính cũ Macb00k Ari đời 2017 core i7-2.2ghz/ ram 8gb/ ssd 256gb, pin 4-5h, 13inch",6.600.000 ₫,https://www.lazada.vn/products/may-tinh-cu-macb00k-ari-doi-2017-core-i7-22ghz-ram-8gb-ssd-256gb-pin-4-5h-13inch-i2585556353.html,https://img.lazcdn.com/g/p/2ea3a36ac9229298f80a7cdf80b9e23b.jpg_400x400q75.jpg_.webp,15,15,6% Off,Đồng Nai,lazada,computerandlaptop,15,0
Laptop Học Sinh Sinh Viên Core i2 Ram 4G Đã Kiểm Tra Ok (Có Nhiều Hãng),2.000.000 ₫,https://www.lazada.vn/products/laptop-hoc-sinh-sinh-vien-core-i2-ram-4g-da-kiem-tra-ok-co-nhieu-hang-i2634514375.html,https://img.lazcdn.com/g/p/2263a1927723b87e9fbe75a4d3f9c74f.jpg_400x400q75.jpg_.webp,16,16,,Hồ Chí Minh,lazada,computerandlaptop,16,0
Laptop Lenovo IdeaPad 5 15ITL05 82FG01H8VN i5-1135G7| 8GB| 256GB| Iris Xe| Win 11,18.990.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-5-15itl05-82fg01h8vn-i5-1135g7-8gb-256gb-iris-xe-win-11-i1785236620.html,https://img.lazcdn.com/g/p/f13bfd143050f8c8a1019d8bb08dc185.jpg_400x400q75.jpg_.webp,17,17,,Hồ Chí Minh,lazada,computerandlaptop,17,1
DELL PRECISION 5520 CORE I7 6820HQ RAM 16GB SSD 256G 15.6INCH FHD VGA M1200,9.400.000 ₫,https://www.lazada.vn/products/dell-precision-5520-core-i7-6820hq-ram-16gb-ssd-256g-156inch-fhd-vga-m1200-i2329025950.html,https://img.lazcdn.com/g/p/115cce36541392beace5cb1824962cc0.jpg_400x400q75.jpg_.webp,18,18,20% Off,Hồ Chí Minh,lazada,computerandlaptop,18,0
Laptop Hp 8460p i5/4G/320HDD,2.500.000 ₫,https://www.lazada.vn/products/laptop-hp-8460p-i54g320hdd-i1350668872.html,https://img.lazcdn.com/g/p/fcf0628ceff568090156de1acd9e829b.jpg_400x400q75.jpg_.webp,19,19,44% Off,"7 Đã bán
(2)
Phú Thọ",lazada,computerandlaptop,19,0
[Voucher 12% max 3TR] Laptop HP 15s-fq5159TU (7C0S0PA) (i7-1255U) (Bạc) - Bảo hành 12 tháng,18.249.000 ₫,https://www.lazada.vn/products/voucher-12-max-3tr-laptop-hp-15s-fq5159tu-7c0s0pa-i7-1255u-bac-bao-hanh-12-thang-i2313143883.html,https://img.lazcdn.com/g/p/a1dee46acaea3f086462c132b2a74550.jpg_400x400q75.jpg_.webp,20,20,11% Off,"20 Đã bán
(7)
Hồ Chí Minh",lazada,computerandlaptop,20,1
Laptop Dell Latitude E7250 màn 12.5 - Core i7 5600u 8G 256G SSD,2.668.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7250-man-125-core-i7-5600u-8g-256g-ssd-i2277609531.html,https://img.lazcdn.com/g/p/b19f5459c7d5be4bb9381074b56d14a9.png_400x400q75.png_.webp,21,21,8% Off,"30 Đã bán
(17)
Nghệ An",lazada,computerandlaptop,21,0
Laptop giá rẻ. Laptop sinh viên. Laptop HP COMPAQ CQ60,990.000 ₫,https://www.lazada.vn/products/laptop-gia-re-laptop-sinh-vien-laptop-hp-compaq-cq60-i1618469968.html,https://img.lazcdn.com/g/ff/kf/S42e770ba64ec4abdb78a0dfd4dd4361fc.jpg_400x400q75.jpg_.webp,22,22,42% Off,Thanh Hóa,lazada,computerandlaptop,22,0
Laptop Lenovo ThinkBook 16p G2 ACH (20YM003LVN) Ryzen 7 5800H | 16GB | 512GB SSD PCIe RTX 3060 6GB GDDR6 | 16 inch WQXGA IPS | Win 11 | Finger | LED KEY| Hàng Chính Hãng,23.950.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-16p-g2-ach-20ym003lvn-ryzen-7-5800h-16gb-512gb-ssd-pcie-rtx-3060-6gb-gddr6-16-inch-wqxga-ips-win-11-finger-led-key-hang-chinh-hang-i2081986007.html,https://img.lazcdn.com/g/p/64418867d30c6c0b62ad6c862b637ddb.jpg_400x400q75.jpg_.webp,23,23,40% Off,Hồ Chí Minh,lazada,computerandlaptop,23,1
"Laptop HP Elite X360 830 G9 (6Z963PA) | Sliver| Intel Core i7-1255U (up to 4.7GHz, 12MB Cache) | Ram 8GB | 512GB SSD | Intel UHD Graphics | 13.3inch FHD | Touch | Win 11P| Pen | 3Yrs",48.683.200 ₫,https://www.lazada.vn/products/laptop-hp-elite-x360-830-g9-6z963pa-sliver-intel-core-i7-1255u-up-to-47ghz-12mb-cache-ram-8gb-512gb-ssd-intel-uhd-graphics-133inch-fhd-touch-win-11p-pen-3yrs-i2222604984.html,https://img.lazcdn.com/g/p/ff64164748143d1cae299417093641a5.png_400x400q75.png_.webp,24,24,,"9 Đã bán
Hà Nội",lazada,computerandlaptop,24,1
"Laptop Dell Gaming G15 5511 - Core i7-11800H RAM 16G SSD 512G RTX 3050Ti 4GB Màn 15,6 Inch FHD 120Hz ( Bảo Hành 3 đến 12 Tháng )",17.400.000 ₫,https://www.lazada.vn/products/laptop-dell-gaming-g15-5511-core-i7-11800h-ram-16g-ssd-512g-rtx-3050ti-4gb-man-156-inch-fhd-120hz-bao-hanh-3-den-12-thang-i2433125680.html,https://img.lazcdn.com/g/p/8aaa6da170e49b927b5ea6320d2f3e86.jpg_400x400q75.jpg_.webp,25,25,,Hồ Chí Minh,lazada,computerandlaptop,25,0
Màn hình laptop 14.1 lcd wide cao áp đẹp 30 pin hàng tháo máy zin,200.000 ₫,https://www.lazada.vn/products/man-hinh-laptop-141-lcd-wide-cao-ap-dep-30-pin-hang-thao-may-zin-i2177656615.html,https://img.lazcdn.com/g/ff/kf/Se5adb79b836149bbb994695b846b92df6.jpg_400x400q75.jpg_.webp,26,26,50% Off,Thừa Thiên Huế,lazada,computerandlaptop,26,0
laptop acer văn phòng giá rẻ,1.050.000 ₫,https://www.lazada.vn/products/laptop-acer-van-phong-gia-re-i2291686637.html,https://img.lazcdn.com/g/p/e8500010577bf5dcb267650c2ab87359.jpg_400x400q75.jpg_.webp,27,27,5% Off,Hà Nội,lazada,computerandlaptop,27,0
Laptop Lenovo ThinkPad X280 Core i7-8650U RAM 16G l SSD 256G l Màn 12 inch [BẢO HÀNH 3 - 12 THÁNG] Like New 99%,7.100.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x280-core-i7-8650u-ram-16g-l-ssd-256g-l-man-12-inch-bao-hanh-3-12-thang-like-new-99-i1503399168.html,https://img.lazcdn.com/g/p/a1f7c6dd1b5c95da49bfe93d7d526724.png_400x400q75.png_.webp,28,28,,"(1)
Hồ Chí Minh",lazada,computerandlaptop,28,0
Laptop HP EliteBook 840 G6 | intel Core i7-8265U | Ram 16GB | SSD 512GB | 14 inch FHD,5.967.500 ₫,https://www.lazada.vn/products/laptop-hp-elitebook-840-g6-intel-core-i7-8265u-ram-16gb-ssd-512gb-14-inch-fhd-i2507253562.html,https://img.lazcdn.com/g/p/6d976baaf49bbd0ffec3a5862d9feb2c.jpg_400x400q75.jpg_.webp,29,29,,Hồ Chí Minh,lazada,computerandlaptop,29,0
Laptop Dell Latitude E7270 ram 8G SSD 256G - Core i5 6200u Gọn nhẹ thời trang,3.248.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7270-ram-8g-ssd-256g-core-i5-6200u-gon-nhe-thoi-trang-i2302316653.html,https://img.lazcdn.com/g/p/d29dce3b6284624c08d62885c837d7ee.jpg_400x400q75.jpg_.webp,30,30,10% Off,"58 Đã bán
(25)
Nghệ An",lazada,computerandlaptop,30,0
"Apple Macbook Air 2024 15.3"" M3 - Chính Hãng Apple Việt Nam | 256GB/512GB - Di Động Việt",33.700.000 ₫,https://www.lazada.vn/products/apple-macbook-air-2024-153-m3-chinh-hang-apple-viet-nam-256gb512gb-di-dong-viet-i2625805267.html,https://img.lazcdn.com/g/p/e986fa7eba4fe79dd2af9a81f27cd3c7.png_400x400q75.png_.webp,31,31,4% Off,"8 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,31,1
Laptop Lenovo Thinkpad X1 Carbon Gen 8 Core i7-10510U l RAM 16G l SSD 256G l Màn 14' FHD [ BẢO HÀNH 3 - 12 THÁNG ],11.500.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x1-carbon-gen-8-core-i7-10510u-l-ram-16g-l-ssd-256g-l-man-14-fhd-bao-hanh-3-12-thang-i2115494586.html,https://img.lazcdn.com/g/p/5263d8e641590bfe9d7d15d2ef3adc28.png_400x400q75.png_.webp,32,32,,Hồ Chí Minh,lazada,computerandlaptop,32,0
Máy tính xách tay/ Laptop Acer Aspire 5 A514-55-5954 (NX.K5BSV.001) (i5-1235U) (Xám) - Bảo hành 12 tháng,15.719.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-5-a514-55-5954-nxk5bsv001-i5-1235u-xam-bao-hanh-12-thang-i2413890280.html,https://img.lazcdn.com/g/p/59277d634c13ae82ffcb25c51ee11927.jpg_400x400q75.jpg_.webp,33,33,21% Off,Hồ Chí Minh,lazada,computerandlaptop,33,1
Máy tính xách tay/ Laptop Acer Aspire 5 A514-56P-35X7 (NX.KHRSV.001) (i3-1315U) (Xám) - Bảo hành 12 tháng,12.859.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-5-a514-56p-35x7-nxkhrsv001-i3-1315u-xam-bao-hanh-12-thang-i2413412570.html,https://img.lazcdn.com/g/p/212b6ea1dfb8df31d8becf9249361d13.jpg_400x400q75.jpg_.webp,34,34,1% Off,Hồ Chí Minh,lazada,computerandlaptop,34,1
"LAPTOP DELL XPS 13 9370 i7 - 8650U Ram 16GB SSD 512GB 13.3"".",11.300.000 ₫,https://www.lazada.vn/products/laptop-dell-xps-13-9370-i7-8650u-ram-16gb-ssd-512gb-133-i2630483818.html,https://img.lazcdn.com/g/p/eec8d28fa3e20c5fbfe425ac215a6632.jpg_400x400q75.jpg_.webp,35,35,,Hồ Chí Minh,lazada,computerandlaptop,35,0
Máy tính xách tay/ Laptop Acer Aspire 3 A314-23M-R4TX (NX.KEXSV.001) (AMD Ryzen 5 7520U) (Bạc) - Bảo hành 12 tháng,13.189.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a314-23m-r4tx-nxkexsv001-amd-ryzen-5-7520u-bac-bao-hanh-12-thang-i2413424363.html,https://img.lazcdn.com/g/p/90e503cf91a70e1ed26f37c5124a3b25.jpg_400x400q75.jpg_.webp,36,36,1% Off,Hồ Chí Minh,lazada,computerandlaptop,36,1
Laptop Dell Latitude E7480 màn cảm ứng 14 inch FHD - Core i5 7200U 8G 256G SSD,3.788.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7480-man-cam-ung-14-inch-fhd-core-i5-7200u-8g-256g-ssd-i2518099649.html,https://img.lazcdn.com/g/p/db6ca5ebb4b0211f1db6e2abfff4029a.jpg_400x400q75.jpg_.webp,37,37,12% Off,"10 Đã bán
(5)
Nghệ An",lazada,computerandlaptop,37,0
máy tinh laptop sach tay cũ,1.499.999 ₫,https://www.lazada.vn/products/may-tinh-laptop-sach-tay-cu-i1249474129.html,https://img.lazcdn.com/g/ff/kf/S902d2b31f1a343eaa7d75d1594b687e5m.jpg_400x400q75.jpg_.webp,38,38,,"101 Đã bán
(29)
Hưng Yên",lazada,computerandlaptop,38,0
ASUS GAMING TUF FX507UD CORE I7 8550U RAM 16G SSD 256G+1T 15.6INCH FHD VGA GTX 1050,9.500.000 ₫,https://www.lazada.vn/products/asus-gaming-tuf-fx507ud-core-i7-8550u-ram-16g-ssd-256g1t-156inch-fhd-vga-gtx-1050-i2496850287.html,https://img.lazcdn.com/g/p/4142eda1df384de95a55128bc67dabea.jpg_400x400q75.jpg_.webp,39,39,17% Off,Hồ Chí Minh,lazada,computerandlaptop,39,0
"Laptop Sony Vaio PCG-717 Core i5, 8gb ram, 240gb SSD, 15.6"" HD nhiều máu sắc đẹp",3.000.000 ₫,https://www.lazada.vn/products/laptop-sony-vaio-pcg-717-core-i5-8gb-ram-240gb-ssd-156-hd-nhieu-mau-sac-dep-i2023789332.html,https://img.lazcdn.com/g/p/fb7c5532e5685e0990f1644e918d0ba6.jpg_400x400q75.jpg_.webp,40,40,,"(2)
Hưng Yên",lazada,computerandlaptop,40,0
"Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U/8GB/512GB/14""FHD/Win 11",12.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-slim-5-light-14abr8-r5-7530u8gb512gb14fhdwin-11-i2582559258.html,https://img.lazcdn.com/g/p/52cee0f2ad447e05def67beeda493ff5.jpg_400x400q75.jpg_.webp,1,1,26% Off,Hồ Chí Minh,lazada,computerandlaptop,1,1
Laptop HP Pavilion 15-EG2038TX i5-1235U/8GB/256GB/Win11 6K784PA,19.590.000 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-15-eg2038tx-i5-1235u8gb256gbwin11-6k784pa-i2229497939.html,https://img.lazcdn.com/g/p/ff0f82ac42ceb9c3ba6a3b73e4d9fd44.jpg_400x400q75.jpg_.webp,2,2,,Hồ Chí Minh,lazada,computerandlaptop,2,1
Laptop Dell Precision 7530 Core i7-8850H | RAM 16G | SSD 512G | Màn 15' FHD Máy Mỹ Đẹp 99%,11.900.000 ₫,https://www.lazada.vn/products/laptop-dell-precision-7530-core-i7-8850h-ram-16g-ssd-512g-man-15-fhd-may-my-dep-99-i2015249417.html,https://img.lazcdn.com/g/p/7168b3ee4140e15b2b9fbb1c92fba8ad.png_400x400q75.png_.webp,3,3,,Hồ Chí Minh,lazada,computerandlaptop,3,0
"hp 8440P i5 , Ram 4G , ssd 240GB , Nhập Khẩu Nhật giá rẻ siêu bền",1.571.000 ₫,https://www.lazada.vn/products/hp-8440p-i5-ram-4g-ssd-240gb-nhap-khau-nhat-gia-re-sieu-ben-i251084379.html,https://img.lazcdn.com/g/p/9a6ad62931ac5133f4952cddb8ec607a.jpg_400x400q75.jpg_.webp,4,4,,"12 Đã bán
(3)
Hà Nội",lazada,computerandlaptop,4,0
Máy tính xách tay/ Laptop Acer Aspire 3 A315-58-54M5 (NX.ADDSV.00M) (i5-1135G7) (Bạc),13.189.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-58-54m5-nxaddsv00m-i5-1135g7-bac-i2097461248.html,https://img.lazcdn.com/g/p/36801f4a872a5b2e4c1ef7d30ea0cb93.jpg_400x400q75.jpg_.webp,5,5,21% Off,Hồ Chí Minh,lazada,computerandlaptop,5,1
"Thanh lý Laptop HP -Core 2 dual, giá 1triệu",1.000.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-hp-core-2-dual-gia-1trieu-i2181386666.html,https://img.lazcdn.com/g/ff/kf/Sd6c7aea9d7e64037a647ff95f79faee2G.jpg_400x400q75.jpg_.webp,6,6,,Tiền Giang,lazada,computerandlaptop,6,0
LAPTOP - MJLQ2 2015 CORE I7 RAM 16GB SSD 256G 15.4INCH RETINA,6.730.000 ₫,https://www.lazada.vn/products/laptop-mjlq2-2015-core-i7-ram-16gb-ssd-256g-154inch-retina-i2652507580.html,https://img.lazcdn.com/g/p/297803d8350ea520dda19fe258957465.jpg_400x400q75.jpg_.webp,7,7,38% Off,Hồ Chí Minh,lazada,computerandlaptop,7,0
Laptop 2 in 1 HP Elite x2 1012 Kèm Bàn Phím Có Đèn Windows 10 Bản Quyền,2.950.000 ₫,https://www.lazada.vn/products/laptop-2-in-1-hp-elite-x2-1012-kem-ban-phim-co-den-windows-10-ban-quyen-i2144258776.html,https://img.lazcdn.com/g/ff/kf/S81f7680cabc4443a8bca1eee851fe1bbc.jpg_400x400q75.jpg_.webp,8,8,,"6 Đã bán
(5)
Hồ Chí Minh",lazada,computerandlaptop,8,0
"Laptop Lenovo V15 G4 IRU (83A10008VN) | Intel® Raptor Lake Core™ i5 _ 1335U | 8GB | 512GB SSD PCIe Gen 4 | Intel® Iris® Xe Graphics | 15,6 inch Full HD IPS 300 Nits | FreeDos| Hàng Chính Hãng",13.500.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v15-g4-iru-83a10008vn-intel-raptor-lake-core-i5-_-1335u-8gb-512gb-ssd-pcie-gen-4-intel-iris-xe-graphics-156-inch-full-hd-ips-300-nits-freedos-hang-chinh-hang-i2612147832.html,https://img.lazcdn.com/g/p/852aed3429d40486f25839b07eb43dd7.png_400x400q75.png_.webp,9,9,12% Off,Hồ Chí Minh,lazada,computerandlaptop,9,1
"2022 MSI Stealth GS77 12UHS-040 Pro Extreme (i9-12900H, 64GB RAM, 4TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" 4K UHD, Windows 11 Pro) Gaming Laptop",80.220.950 ₫,https://www.lazada.vn/products/2022-msi-stealth-gs77-12uhs-040-pro-extreme-i9-12900h-64gb-ram-4tb-nvme-ssd-rtx-3080ti-16gb-173-4k-uhd-windows-11-pro-gaming-laptop-i2287121754.html,https://img.lazcdn.com/g/p/59ee3b1e548524829d9e5786f7da0e58.jpg_400x400q75.jpg_.webp,10,10,,"6 Đã bán
Bình Thuận",lazada,computerandlaptop,10,0
"Laptop Acer Aspire Lite AL15-51M-55NB i5-1155G7/8GB/512GB/15.6""FHD/Win11",11.490.000 ₫,https://www.lazada.vn/products/laptop-acer-aspire-lite-al15-51m-55nb-i5-1155g78gb512gb156fhdwin11-i2565985727.html,https://img.lazcdn.com/g/p/d3907c3ba376f508853fe0023d50724b.jpg_400x400q75.jpg_.webp,11,11,12% Off,Hồ Chí Minh,lazada,computerandlaptop,11,1
Laptop LENOVO ThinkBook 15 G3 ACL 21A40044VN R3-5300U| 4GB| 512GB| Onboard| Win 10,15.890.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-15-g3-acl-21a40044vn-r3-5300u-4gb-512gb-onboard-win-10-i1773943089.html,https://img.lazcdn.com/g/p/3bef5ada108f55ce91d01eeae9608d9d.jpg_400x400q75.jpg_.webp,12,12,,"8 Đã bán
(1)
Hồ Chí Minh",lazada,computerandlaptop,12,1
Laptop HP 8530P,1.000.000 ₫,https://www.lazada.vn/products/laptop-hp-8530p-i2543645928.html,https://img.lazcdn.com/g/p/112985abdc357e2248cb1816dd5ef0f3.jpg_400x400q75.jpg_.webp,13,13,,Hồ Chí Minh,lazada,computerandlaptop,13,0
LapTop Lenovo V14 IIL (82C400W0VN) | Intel Core i3 _ 1005G1 | 4GB | 256GB SSD PCIe | Win 10 | 14 inch HD | Hàng Chính Hãng Lenovo Việt Nam,7.850.000 ₫,https://www.lazada.vn/products/laptop-lenovo-v14-iil-82c400w0vn-intel-core-i3-_-1005g1-4gb-256gb-ssd-pcie-win-10-14-inch-hd-hang-chinh-hang-lenovo-viet-nam-i1077150262.html,https://img.lazcdn.com/g/p/8c2069f84166a6b1e85b1239df8843c0.png_400x400q75.png_.webp,14,14,43% Off,"8 Đã bán
(4)
Hồ Chí Minh",lazada,computerandlaptop,14,1
【bảo hành 2 năm】Asus Factory Intel Core i7 Laptop RAM: 16GB/SSD: 1TB Màn Hình 15.6 inch Tích Hợp WEBCAM WiFi Bluetooth Máy Tính Xách Tay Windows 11,7.000.000 ₫,https://www.lazada.vn/products/bao-hanh-2-namasus-factory-intel-core-i7-laptop-ram-16gbssd-1tb-man-hinh-156-inch-tich-hop-webcam-wifi-bluetooth-may-tinh-xach-tay-windows-11-i2376882047.html,https://img.lazcdn.com/g/p/2b2818dd93c12feb3a00ff9fb95b25bc.jpg_400x400q75.jpg_.webp,15,15,48% Off,"49 Đã bán
(16)
Hải Phòng",lazada,computerandlaptop,15,0
"Apple Macbook Air 2022 13.6"" M2 - 8Core CPU/8Core GPU 8GB/256GB (CTY) - Chính hãng",28.450.000 ₫,https://www.lazada.vn/products/apple-macbook-air-2022-136-m2-8core-cpu8core-gpu-8gb256gb-cty-chinh-hang-i2049807180.html,https://img.lazcdn.com/g/p/186d53ea92e8e091b838f4e41877af0d.jpg_400x400q75.jpg_.webp,16,16,14% Off,"11 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,16,1
Laptop Lenovo IdeaPad Slim 5 14IAH8 - 83BF002NVN (i5-12450H) (Xám) - Bảo hành 36 tháng,16.049.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn-i5-12450h-xam-bao-hanh-36-thang-i2598052102.html,https://img.lazcdn.com/g/p/e4c6af3028a8cf2874f1c1576e2fa878.jpg_400x400q75.jpg_.webp,17,17,,Hồ Chí Minh,lazada,computerandlaptop,17,0
[Voucher 12% max 3TR] Laptop HP Pavilion 15-eg2089TU (7C0R1PA) (i7-1260P) (Vàng) - Bảo hành 12 tháng,23.969.000 ₫,https://www.lazada.vn/products/voucher-12-max-3tr-laptop-hp-pavilion-15-eg2089tu-7c0r1pa-i7-1260p-vang-bao-hanh-12-thang-i2326297229.html,https://img.lazcdn.com/g/p/55228e7bd8b7f7acf1fc21f1cdb5645f.jpg_400x400q75.jpg_.webp,18,18,,"8 Đã bán
(1)
Hồ Chí Minh",lazada,computerandlaptop,18,1
Dell Precision 7540 i7 Gen 9 VGA 4G màn hình 15.6-Inch FHD,13.500.000 ₫,https://www.lazada.vn/products/dell-precision-7540-i7-gen-9-vga-4g-man-hinh-156-inch-fhd-i2478318289.html,https://img.lazcdn.com/g/p/3f1e3ae9313210fe05dc8ed6d671d04b.jpg_400x400q75.jpg_.webp,19,19,,Hồ Chí Minh,lazada,computerandlaptop,19,0
Dell Precision 5540 i7 9850H VGA T1000 màn hình 15.6 Inch FHD,13.990.000 ₫,https://www.lazada.vn/products/dell-precision-5540-i7-9850h-vga-t1000-man-hinh-156-inch-fhd-i2420798592.html,https://img.lazcdn.com/g/p/8558c61b1d872913141b3df9c3801262.jpg_400x400q75.jpg_.webp,20,20,,Hồ Chí Minh,lazada,computerandlaptop,20,0
Surface Laptop 3 Core i7-1065G7 l RAM 16GB l SSD 512GB l Màn 13 inch QHD Cảm Ứng [BẢO HÀNH 3 - 12 THÁNG],9.800.000 ₫,https://www.lazada.vn/products/surface-laptop-3-core-i7-1065g7-l-ram-16gb-l-ssd-512gb-l-man-13-inch-qhd-cam-ung-bao-hanh-3-12-thang-i2121551792.html,https://img.lazcdn.com/g/p/2b941e3651169917264d5f5acc6db410.png_400x400q75.png_.webp,21,21,,"7 Đã bán
(2)
Hồ Chí Minh",lazada,computerandlaptop,21,0
[Trả góp 0%]Dell Latitude E5450 Core i7 5600U Ram 16G SSD 256G 14inch,4.500.000 ₫,https://www.lazada.vn/products/tra-gop-0dell-latitude-e5450-core-i7-5600u-ram-16g-ssd-256g-14inch-i1028132427.html,https://img.lazcdn.com/g/p/d7d43592458629f21231cef2cb9a00e0.jpg_400x400q75.jpg_.webp,22,22,34% Off,Hồ Chí Minh,lazada,computerandlaptop,22,0
"Máy tính bảng Fujitsu Q508 Atom X7-z8750, 4gb ram, 128gb SSD, 10.1” Full HD cảm ứng",1.800.000 ₫,https://www.lazada.vn/products/may-tinh-bang-fujitsu-q508-atom-x7-z8750-4gb-ram-128gb-ssd-101-full-hd-cam-ung-i2448106538.html,https://img.lazcdn.com/g/ff/kf/S4b6b4dd43e484a8e8ddbe8af7a8c223bX.jpg_400x400q75.jpg_.webp,23,23,,"30 Đã bán
(12)
Hưng Yên",lazada,computerandlaptop,23,0
"Lenovo Thinkpad T460 i5 ,Ram 8G ,SSD 256G Hàng nhập khẩu giá ai củng mua được",3.570.000 ₫,https://www.lazada.vn/products/lenovo-thinkpad-t460-i5-ram-8g-ssd-256g-hang-nhap-khau-gia-ai-cung-mua-duoc-i251085360.html,https://img.lazcdn.com/g/p/06552300b93efbd319edd297740ba5f4.jpg_400x400q75.jpg_.webp,24,24,,Hà Nội,lazada,computerandlaptop,24,0
